Due Date:,Title:,HTML:,Owner:,Location:,Scope:,Relevant,Checked,Completed
2/15/2018,"['Environmental Classroom, Pine River Nature Center']",http://www.michiganbids.net/bid_opportunities/2018/01/08/8335617-Environmental_Classroom__Pine_River_Nature_Center.html,['Saint Clair County Regional Educational Service Agency (RESA)'],"['United States, MI']"," Construct a new environmental classroom at the nature center. Work to include all site work, building work (architectural), mechanical HVAC work, plumbing work and electrical work.  ",,X,
2/15/2018,['RFP - Environmental Classroom'],http://www.michiganbids.net/bid_opportunities/2018/01/10/8340378-RFP___Environmental_Classroom.html,['Saint Clair County Regional Educational Service Agency (RESA)'],"['United States, MI']"," The work includes construction of environmental classroom. Work to include all site work, building work (architectural), mechanical, HVAC work,  plumbing work and electrical work.  ",,X,
2/15/2018,['Fire Alarm System Replacement'],http://www.missouribids.com/bid_opportunities/2018/01/09/8338128-Fire_Alarm_System_Replacement.html,"['State of Missouri, Office of Administration, Division of Facilities Management, Design and Construction']","['United States, MO']", Replacing the existing fire alarm system in the Environmental Services Program Laboratory with a newDigital Addressable System and tie the new system to the monitoring station at the east gate of the Capitol Building. ,,X,
2/15/2018,['RFP - 2018 Capital Improvement Projects Field Survey'],http://www.montanabids.com/bid_opportunities/2018/01/18/8358550-RFP___2018_Capital_Improvement_Projects_Field_Survey.html,"['Bozeman, City of']","['United States, MT']", Provide professional surveying and drafting services. The project includes completion of field surveys and preparation of site maps on selected streets for use by the city in its design of capital improvement projects.  ,,X,
2/15/2018,['Water Main Improvements – 2016'],http://www.northdakotabids.com/bid_opportunities/2018/01/04/8325410-Water_Main_Improvements_%E2%80%93_2016.html,"['Westhope, City of']","['United States, ND']"," Work includes approx 2,300 LF of 6"" water main; 11 EA gate valves; 5 EA hydrants, various fittings and appurtenances, and related restoration work. See outside link. ",,X,
2/15/2018,['Financial Advisor Services'],http://www.oregonbids.com/bid_opportunities/2018/01/16/8352876-Financial_Advisor_Services.html,['Eugene Water & Electic Board'],"['United States, OR']", Seeking qualified financial advisors to assist EWEB in evaluating its financing programs and reviewing its performance related to the issuance and refunding of bonds. ,,X,
2/15/2018,['Geotechnical Maint 37'],http://www.pennsylvaniabids.com/bid_opportunities/2017/12/29/8315733-Geotechnical_Maint_37.html,"['Pennsylvania Dept. of Transportation, PennDOT District 11']","['United States, PA']"," Remediation of damaged roadway, shoulder, and other district right-of way areas using h-beam and lagging retaining walls, gabions, dumped rock, and other restoration methods to repair washouts, slopes, drainage systems, bituminous or concrete roadway... ",,X,
2/15/2018,['A251-1075 Const. Masonry Restoration Lackawanna'],http://www.pennsylvaniabids.com/bid_opportunities/2018/01/03/8324956-A251_1075_Const._Masonry_Restoration_Lackawanna.html,['Pennsylvania Dept. of Transportation Engineering Ditrict 4'],"['United States, PA']", Masonry restoration to county office/garage and other miscellaneous construction. ,,X,
2/15/2018,['Kane Boro Reconstruct '],http://www.pennsylvaniabids.com/bid_opportunities/2018/01/17/8354890-Kane_Boro_Reconstruct_.html,"['Pennsylvania Dept. of Transportation, PennDOT District 2-0']","['United States, PA']"," For the restoration of roadway using Superpave Asphalt Mixture Designs for the base, binder and wearing courses, traffic signal upgrades, drainage improvements, water line relocation, pavement markings and miscellaneous construction ",,X,
2/15/2018,['Low Pressure Sewer Rehabilitation Project'],http://www.pennsylvaniabids.com/bid_opportunities/2018/01/18/8353418-Low_Pressure_Sewer_Rehabilitation_Project.html,['Arrowhead Sewer Company'],"['United States, PA']"," Work includes approx 1 LS mobilization; 20 EA test pits; 1 LS misc erosion and sediment control; 30 EA 2"" terminal flushing assembly; 25 EA 3"" valve assembly; 1 EA 4"" valve assembly; 24 EA 6"" valve assembly; 39 EA flushing assembly; 200 LF 6"" PVC sew... ",,X,
2/15/2018,['Daniel Island Shoreline Restoration Repair Project'],http://www.southcarolinabids.com/bid_opportunities/2018/01/15/8351681-Daniel_Island_Shoreline_Restoration_Repair_Project.html,"['Charleston, City of, Department of Parks']","['United States, SC']", Repair of about 500 LF of shoreline along the pedestrian trail. Repairs are for damaged sustained from Hurricane Irma. Repairs include reuse and/or installation of new cellular geosynthetic mats that will be used to retain the new fill material and f... ,,X,
2/15/2018,['Whitewood Creek Planting'],http://www.southdakotabids.com/bid_opportunities/2018/01/06/8332970-Whitewood_Creek_Planting.html,"['Deadwood, City of']","['United States, SD']"," The work generally consists of restoration planting. Erosion Control, Seeding, and a small portion of Wood Fencing.  ",,X,
2/15/2018,['Whitewood Creek Planting'],http://www.southdakotabids.com/bid_opportunities/2018/01/06/8332970-Whitewood_Creek_Planting.html,"['Deadwood, City of']","['United States, SD']"," The work generally consists of restoration planting. Erosion Control, Seeding, and a small portion of Wood Fencing.  ",,X,
2/15/2018,['F-15 Pitch and Roll Channel Assembly (PRCA)'],http://www.virginiabids.com/bid_opportunities/2017/09/07/8028778-F_15_Pitch_and_Roll_Channel_Assembly__PRCA_.html,"['Defense Logistics Agency, DLA Acquisition Locations, DLA Aviation - BSM']","['United States, VA']"," F-15 Pitch and Roll Channel Assembly (PRCA) Performance Based Logistics Management Support  support to facilitate the maintenance and overhaul of the F-15 Pitch and Roll Channel Assembly (PRCA), its subcomponents, and the Aileron Rudder Interconnect ... ",,X,
2/15/2018,['Dunbar Middle School Gym Floor Replacement'],http://www.virginiabids.com/bid_opportunities/2018/01/18/8357267-Dunbar_Middle_School_Gym_Floor_Replacement.html,['Lynchburg Purchasing Dept.'],"['United States, VA']"," The scope of work includes the removal of approx. 7,756 SF of existing maple hardwood athletic flooring, steel base, volleyball standard covers, repair any damaged sub floor, remove and re-install existing bleachers, install new maple hardwood athlet... ",,X,
2/15/2018,['RFP - Forensic Toxicology Services'],http://www.vermontbids.com/bid_opportunities/2018/01/10/8340675-RFP___Forensic_Toxicology_Services.html,['Fletcher Allen Health Care (FAHC)'],"['United States, VT']"," Specimen Analysis: Proposal must include itemized fees outlined in this section. Test panels, including flat fee per case versus individual fee per analyte. Postmortem toxicological analysis with interpretive report, including therapeutic, toxic and ... ",,X,
2/16/2018,['Construction of the Tertiary Treatment Facilities'],http://www.californiabids.com/bid_opportunities/2018/01/17/8349854-Construction_of_the_Tertiary_Treatment_Facilities.html,"['Sacramento Regional County Sanitation District, Sacto Regional WWTP']","['United States, CA']"," The project consists of construction of facilities to treat secondary effluent from a new biological nutrient removal process. The project encompasses 3 major unit processes, including a filter influent pumping station(FIPS), granular media filtratio... ",,X,
2/16/2018,['East San Jose Multimodal Transportation Improvement Plan (ESJ MTIP)'],http://www.californiabids.com/bid_opportunities/2018/01/16/8353509-East_San_Jose_Multimodal_Transportation_Improvement_Plan__ESJ_MTIP_.html,"['San Jose, City  of - Dept. of Transportation']","['United States, CA']", Qualified firms to lead a community-based transportation planning effort to synthesize and advance past planning efforts in a culturally diverse area of east with growing development potential that is quickly becoming a state and regional multimodal ... ,,X,
2/16/2018,['Network Equipment & Cabling'],http://www.connecticutbids.com/bid_opportunities/2018/01/20/8364457-Network_Equipment___Cabling.html,"['Hartford, City of']","['United States, CT']"," E-Rate Eligible Network Equipment and Cabling Services. The selected vendor must be authorized to sell Corning, Hubbell, Mohawk, Ortronics/Berk-Tek, and Siemon products. MHIS is requesting cost proposals for network infrastructure components with the... ",,X,
2/16/2018,['RFP - Performance Management System'],http://www.georgiabids.net/bid_opportunities/2017/11/17/8209308-RFP___Performance_Management_System.html,['City Schools of Decatur'],"['United States, GA']"," Performance management system to serve over 500 certified and classified staff (i.e. All central office administrators, instructional coaches, media specialists, counselors, school social workers, school psychologists and classified) in city school. ",,X,
2/16/2018,['Wetland Restoration Rental Equipment with Operator'],http://www.minnesotabids.com/bid_opportunities/2018/01/13/8347162-Wetland_Restoration_Rental_Equipment_with_Operator.html,['U.S. Fish & Wildlife Service'],"['United States, MN']"," Provide wetland restoration rental equipment with operator. Work includes wetland restoration, repair of wetland restorations, and maintenance of water control structures; tree removal; building site burial/cleanup and general earth moving. See linke... ",,X,
2/16/2018,['Call for Artists - Salmon Lot Wildlife-themed Parking'],http://www.oregonbids.com/bid_opportunities/2018/01/12/8345892-Call_for_Artists___Salmon_Lot_Wildlife_themed_Parking.html,"['Grants Pass, City of']","['United States, OR']", Call for artists - Salmon lot wildlife-themed parking. ,,X,
2/16/2018,['Charlestown Road/Bridge Street (SR 1019) & Pothouse Road (SR 1036) Intersection Improvements'],http://www.pennsylvaniabids.com/bid_opportunities/2018/01/05/8328084-Charlestown_Road_Bridge_Street__SR_1019____Pothouse_Road__SR_1036__Intersection_Improvements.html,"['Schuylkill, Township of']","['United States, PA']"," Project includes the modernization of traffic control and pedestrian accommodation improvements. The work includes the restoration of existing roadway areas, striping of roadway areas, and restoration of gravel areas. See attached file. ",,X,
2/16/2018,['Consulting Engineering Firms for US 76 WB Bridge Replacement Over Wateree River in Sumter County'],http://www.southcarolinabids.com/bid_opportunities/2018/01/12/8346569-Consulting_Engineering_Firms_for_US_76_WB_Bridge_Replacement_Over_Wateree_River_in_Sumter_County.html,"['South Carolina Dept. of Transportation, Contract Administration']","['United States, SC']"," Providing engineering services for the development and delivery of preliminary roadway and bridge plans, environmental studies and documentation, environmental permitting, right of way plans and final construction plans for roadways and bridges, and ... ",,X,
2/19/2018,['Characterizing the Marine Invertebrate Paleontology of Shellabarger Pass To Explain the Geological Evolution of Denali National Park and Preserve'],http://www.bidsalaska.com/bid_opportunities/2017/12/22/8302482-Characterizing_the_Marine_Invertebrate_Paleontology_of_Shellabarger_Pass_To_Explain_the_Geological_Evolution_of_Denali_National_Park_and_Preserve.html,['National Park Service - Alaska Regional Office'],"['United States, AK']"," Seek to enter into an agreement with a collaborator to inventory these invertebrate marine fossils and decipher the regional geology. Most of alaska, including this area, did not always belong to the north american continent. Over the last few hundre... ",,X,
